Platform,Month,url,טקסט,Author,topic,likes,comments,shares,"interactions",views
לינקדאין,Jun-21,https://www.linkedin.com/posts/itamar-ginat-63184914a_%D7%90%D7%99%D7%A0%D7%98%D7%9C-%D7%9E%D7%A6%D7%99%D7%92%D7%94-%D7%90%D7%AA-%D7%9E%D7%A2%D7%91%D7%93%D7%99-%D7%94-ipu-%D7%94%D7%99%D7%A2%D7%95%D7%93%D7%99%D7%99%D7%9D-%D7%9C%D7%A2%D7%A0%D7%9F-activity-6810476973245112320-BWTi,כולם שמעו על CPU אבל האם שמעתם על IPU? אינטל השיקה סוג חדש של מעבדים לעולם הענן וכל זה פותח בארץ!,Itamar Ginat,טכנולוגי,10,,,"10",502
לינקדאין,Jun-21,https://www.linkedin.com/posts/itamar-ginat-63184914a_iamintel-myintelstory-semiconductors-activity-6806482527130288128-cFv0,1 month ago היה לי הכבוד להיות חלק מהצוות המנצח הזה! מרגש שהתקופה הזו נגמרה. זהו הפרוייקט הזה נגמר.,Itamar Ginat,טכנולוגי,5,,,"5",175
פייסבוק,Jun-21,https://www.facebook.com/michal.zivayalon/posts/4195973320470115?__cft__[0]=AZUJOF4YCN1Xmdslz9pUuoqzUhiEbYwUeqPuUz2ZG5Lzrw3H7Q4aZzVnS_Hnb5qO180TP4WqjrmDnerFnVjbw4vML1XWLSZsUDmFmk6n_4wHFt0CMvQGbyVxc7UaI2yMSpM&__tn__=%2CO%2CP-R,"נפגשנו הקבוצה מאינטל ירושלים ליום כיף פוסט קורונה בפארק עין חמד. אחת מחברי הקבוצה הגיעה באיחור והביאה איתה גלידה. ואני, שכ""כ התרגשתי לראות אותה, שמחתי פעמיים: ברשימת המכולת היה חסר קינוח, ומה יותר טוב מגלידת שוקו וריבת חלב ביום קיצי חם? הנחתי את הגלידות על השולחן האוכל, תוכ שאני מחפשת כוסות וכפיות. ניגשה אליי חברה אחרת והסבירה לי שהמיקום על השולחן הבשרי הוא קצת בעייתי. התנצלתי מאוד, לקחנו את הגלידות וחיפשנו לוקיישן כשר אחר. ההנחיה הייתה לאמר שהגלידה היא חלבית, וכל אחד ינהג בהתאם לאמונתו ומנהגו. ~~ זכות גדולה לעבוד בצוות שיש בו ערימות של diversity ו- inclusion, כשההזמנה היא לא רק למסיבה, אלא גם לריקוד. קבוצה סופר הטרוגנית של אנשים: ערבים נוצרים ודתיים, יהודים חרדים וחילוניים, נשים וגברים. קבוצה שמורכבת מאנשים שעוסקים בביזנס, בפיתוח ובלקוחות. בפעם הבאה בקלאווה וקפה שחור לקינוח. וגם גלידה.",Michal Ziv Ayalon,תרבות ארגונית,43,10,,"53.00",
לינקדאין,Jun-21,https://www.linkedin.com/posts/mottyalon_myintelstory-iamintel-cybersecurity-activity-6807702960165007360-nSi7,"אחת התכונות שאני מחפש במוצרים שאנחנו מפתחים באינטל היא Defense in Depth. זו תכונה קצת חמקמקה שגורסת ששיטות ההגנה על רכיב במערכת לא מתייחסות לשאר הרכיבים, אלא מניחות שהן היחידות שעדיין פעילות. זה מבטיח שרידות גבוהה של מערכות ההגנה מפני חולשות שנגרמות בגלל רכיבים אחרים במערכת (או משילוב של כמה רכיבים). איך נותנים דוגמא ל-Defense in Depth  ולהשפעות של חסרונה מבלי להיכנס לדקויות של ארכיטקטורת מוצר?  אני אוהב כדוגמא את האירוע הבא שהתרחש לפני 24 שנה. מערכות הגנה אווירית הן כיום דוגמא נהדרת ל-Defense in Depth. אבל בסוף מאי 87 חצה מתיאס רוסט, טייס גרמני עם רישיון טיסה אזרחי פרטי את הגבול האווירי בין המרחב האווירי של פינלנד לברית המועצות. יחידת הבקרה הסובייטית הראשונה זיהתה אותו ואף הפעילה את נוהל ""עמית או טורף"" אבל לא קיבלה אישור להפלת המטוס. יחידת הבקרה השניה אף היא זיהתה את המטוס של רוסט, ואף הזניקה לעברו מיגים שאיבדו מגע עם רוסט בגלל עננות כבדה ששררה במקום. למרות שתי ההתראות הקודמות יחידות הבקרה האווירית בהמשך הדרך הניחו שאם המטוס עבר את היחידות הקודמות, הוא כנראה מטוס ידידותי והתעלמו ממנו. לאחר 140 מייל ומספר שעות באוויר נחת מתיאס בכיכר האדומה ועוד הספיק לחלק חתימות לנוכחים (שהיו בטוחים שהוא כוכב קולנוע) ולהצטלם עם השוטרים לפני שמישהו בצד השני של החומות בקרמלין התעשת ושלח שוטרים כדי לעצור אותו. בתמונה למטה תוכלו את המסלול שרוסט עשה ואת המטוס בכיכר האדומה. בחזרה לעולם הטכנולוגי. אנחנו נוטים להניח שעלינו לטפל באיומים חדשים שצצים אצלנו ומניחים שכל מה שזוהה קודם טופל בהצלחה על ידי הרכיבים שקדמו לנו ב-INPUT FLOW. אנחנו גם מניחים (בסתירה פנימית אופיינית) שכל איום שזוהה ביחידה שלנו ושהטיפול בו נכשל (מכל סיבה שהיא) ייתפס ביחידה הבאה. במקרה של יחידות בקרה אווירית זה נגמר בנחיתה בכיכר האדומה. במקרה הטכנולוגי שלנו זה יכול להיגמר בפריצה שתגרום נזק למוצרים שלנו או ללקוחות.",motty alon,טכנולוגי,19,5,,"24",1251
פייסבוק,Jun-21,https://www.facebook.com/motty.alon/posts/10161040478298275?__cft__[0]=AZXpIWll6VkI492bdLVqifT3ALrKNbZOGrY0-0NvkrKz4YF1Mk0Z7diBN7aQ_EHUJYvCEjJwaeyQ1MnxDPk-46Fesx_inw3cKyGaxODZbOD0x9lzZjPm2vZxC1VwkgMhzNc&__tn__=%2CO%2CP-R,"שני הדברים שאני הכי אוהב בעבודה שלי הם לדבר מול קהל ולספר סיפורים, רצוי טכנולוגיים. אז בשבוע שעבר הצלחתי להגשים את שני הדברים כאשר הרציתי בכנס Tech Week  של אינטל. כנסים לעובדים הם משהו די נדיר בחברות טכנולוגיה. בדרך כלל חברות עורכות כנסים ללקוחות, העובדים כמובן מוזמנים, אבל בעיקר כדי להרצות. כאשר מדובר בקהל פנימי החברות עורכות בדרך כלל הדרכות או השתלמויות. אינטל היא החברה היחידה שאני מכיר שעורכת כנסים לעובדים שלה, ו-Tech Week  הוא גולת הכותרת של הכנסים האלה בישראל, כאשר בכל אחד משלושת הקמפוסים בישראל במשך יום – יומיים יש הרצאות שפתוחות לכל העובדים, במגוון נושאים טכנולוגיים, מחדשות בנושא AI, Security, חדשנות בנושא WiFi, Bluetooth, ואפילו שיטות יצור חדשות. אז אחרי הפסקה כפויה של שנה (קורונה וכו')  חזרנו לכנס פנים אל פנים, כולל הרצאות, פגישות, דמואים, פוסטרים ופינוקים. ואם נותנים לי הזדמנות לדבר בכנס, לא פספסתי,  לבשתי מיד את חולצת ה- Story-Teller  שלי והלכתי לדבר על המאבק התמידי בין דרישות שיווקיות לעוד פיצ'רים, לבין הדרישה ל-Security Assurance.",motty alon,טכנולוגי,65,10,,"77.00",
לינקדאין,Jun-21,https://www.linkedin.com/posts/orly-cohen-6a7bb422_myintelstory-iamintel-activity-6810266858697039873-gVYz,"אז היה לנו כבר CPU והיה לנו כבר GPU ועכשיו אינטל חושפת את החזון החדש - ה IPU ! היום אינטל חושפת את החזון הטכנולוגי שלה עבור ה IPU) Infrastructure Processing Unit), רכיב תקשורת המאפשר להוריד עומסי עבודה מהמעבד המרכזי (CPU), ולנהל באופן חכם יותר את התקשורת בין השרתים בענן. בעזרת ה IPU לקוחות יוכלו לנהל את משאבי המחשוב והאחסנה (Storage) בצורה מיטבית ומאובטחת אני סופר מתרגשת ממה שזה מביא לעולם הענן משתי סיבות:הראשונה שמדובר פה באמת בפיתוח חדש שבה לקחת את אינוידיה ראש בראש ולהראות לכולנו שאינטל היא מובילת החזון של העתיד והשניה שמדובר פה בפיתוח הוא לגמרי ישראלי של ארגון DPG. מה זה Infrastructure Processing Unit (IPU)? ההגדרה הרשמית: IPU הוא התקן רשת שמחבר מעבד, בין אם CPU או XPU, אל הרשת, מאיץ את פונקציות התשתית המארחת, והוא יכול להתאים לשימושי רשת קיימים וחדשים כולל אבטחה, וירטואליזציה, אחסון, איזון עומסים ומיטוב נתיבי העברת מידע של פונקציות וירטואליזציה ומיקרו שירותים. התקני IPU מעשירים את יכולות הרשת על ידי שימוש ביכולות תקשורת והעברת נתונים (NIC), עם האצה שמושגת באמצעות עיבוד משימות המשלב מאיצי חומרה ממוטבים ומנוע מחשוב צמוד. הפתרון המערכתי מושג באמצעות מסגרת תכנות סטנדרטית וקלה לשימוש המשלבת תפקודיות חומרה ותוכנה. ה-IPU הוא התפתחות של SmartNIC. לא רק האצה - אלא נקודת שליטה לניהול תשתיות חכם ויעיל וכדי להמחיש את המהפכה, קבלו סירטון:",Orly Cohen,טכנולוגי,85,3,,"88",2321
לינקדאין,Jun-21,https://www.linkedin.com/posts/orly-cohen-6a7bb422_myintelstory-iamintel-activity-6811869040944922624-Ddwq,"לפעמים דברים טובים באים בקבוצות. השבוע קיבלתי הזדמנות לא רק להשתתף בכנס מקצועי מרתק באינטל, אלא גם להעצים את עצמי. הוזמנתי להשתתף בתוכנית החדשה האינטלית shine-up. תוכנית להעצמה, פיתוח וטיפוח של נשים בכירות. התוכנית מתחילה ווירטואלית (כי עד ספטמבר כולם בעבודה חלקית לפחות מהבית). וזה נותן הזדמנות נפלאה להכיר נשים נפלאות מכל רחבי אינטל, ממגוון של תפקידים ומגוון של יכולות. וביניהן גם Racheli Livni Mordechai וReut Zipory-Kaufman שמלוות את התוכנית האדירה הזו. ביומיים הראשונים של התוכנית, נהניתי לדבר על strategic networking (למי שעוד לא יודע/ת - זה בהחלט הנושא החביב עלי). תוך כדי שתיית תה ועוגיות שהגיעו במשלוח מפנק (מי אמר שאין נישנושים בקורס וירטואלי) מחכה בקוצר רוח למתוכנן בהמשך.",Orly Cohen,טכנולוגי,39,1,,"40",1659
לינקדאין,Jun-21,https://www.linkedin.com/posts/orly-cohen-6a7bb422_myintelstory-iamintel-activity-6808261180486889472-ZJ4_,מתנות קטנות. זיכרונות גדולים. מצאתי היום במגירה את החמוד הזה. מי זוכר מתי קיבלנו ואיזה מעבד זה?,Orly Cohen,טכנולוגי,22,7,,"29",2987
לינקדאין,Jun-21,https://www.linkedin.com/posts/orly-cohen-6a7bb422_intel-demos-alder-lake-mobile-laptop-chips-activity-6807371014675144704-B7ar,Alderlake is comming .... This one is indeed a wonderful project for me. The first one to fully utilize my Trace Based Validation tool / flow/ methodology set for pre-silicon validation. Many IPs and the SoC simulation and emulation teams went python post proccing with the tools I envisioned and executed with my team. This is also the first project I started working on patch validation as part of the Core Validation team. So excited to see it is comming soon.,Orly Cohen,טכנולוגי,18,,,"18",805
לינקדאין,Jun-21,https://www.linkedin.com/posts/orly-cohen-6a7bb422_myintelstory-iamintel-activity-6810259667994853376-j_02,"3 weeks ago היום ומחר יש לנו במשרד, או כמו שאנחנו אומרים, בסייט, כנס טכנולוגי. הזדמנות וכיף לפגוש ולדסקס קצת טכנולוגיות over lunch עם חברים כמו Yael Abarbanel וגם Ronen Cohen . ולשמוע מציגים על כל הדברים הכי חדשניים שמגיעים מאינטל ישראל. אני ממש מתרגשת לספר לכם בהמשך על חלק ממה ששמעתי... חכו לזה.",Orly Cohen,טכנולוגי,11,,,"11",429
